id,user_id,favorite,title,slug,phone,phone_owner,website,screenshot_file_id,favicon_file_id,description,primary_image_url,address_line_1,address_line_2,city,state,postal_code,country,latitude,longitude,employees,yelp_url,linkedin_url,created_at,updated_at
86,,1,Priority Pet Care Veterinary Hospital,priority-pet-care-veterinary-hospital,(801) 341-9707,,https://prioritypetcarevet.wixsite.com,80,202,,,1142 W 2700th N,Ste 100,Ogden,UT,84404,US,41.30777650,-112.00865320,,https://www.yelp.com/biz/priority-pet-care-veterinary-hospital-ogden,https://linkedin.com/company/priorityvet,2024-05-03 18:42:45,2024-05-17 21:18:55
87,,0,Banfield Pet Hospital,banfield-pet-hospital-3,(801) 967-5448,,http://www.banfield.com,81,203,,,1607 W 7000th S,,West Jordan,UT,84084,US,40.62376140,-111.93645590,,https://www.yelp.com/biz/banfield-pet-hospital-west-jordan-2,,2024-05-03 18:42:45,2024-05-10 23:05:12
88,,0,Alta Veterinary Hospital,alta-veterinary-hospital,(801) 566-1234,,http://altavet.org,82,204,,,8052 S 700th E,,Sandy,UT,84070,US,40.60500340,-111.87255730,10 to 19,https://www.yelp.com/biz/alta-veterinary-hospital-sandy,https://linkedin.com/company/alta-veterinary-hospital,2024-05-03 18:42:45,2024-05-17 21:18:55
89,,0,VetIQ Petcare,vetiq-petcare-2,(801) 449-8036,,https://vetiqpetcare.com,83,205,,,13502 Hamilton View Rd,,Riverton,UT,84065,US,40.50509250,-111.97721420,,https://www.yelp.com/biz/vetiq-petcare-riverton,,2024-05-03 18:42:45,2024-05-10 23:05:19
90,,0,Wasatch Exotic Pet Care,wasatch-exotic-pet-care,(801) 943-3367,,http://www.wasatchexotic.com,84,206,,,1892 E Fort Union Blvd,,Cottonwood Heights,UT,84121,US,40.62417850,-111.83758110,10 to 19,https://www.yelp.com/biz/wasatch-exotic-pet-care-cottonwood-heights,https://linkedin.com/company/wasatch-exotic-pet-care,2024-05-03 18:42:45,2024-05-17 21:18:55
91,,0,Banfield Pet Hospital,banfield-pet-hospital-4,(801) 565-1263,,http://www.banfield.com,85,207,,,12720 S Pony Express Rd,,Draper,UT,84020,US,40.51961870,-111.89210900,10 to 19,https://www.yelp.com/biz/banfield-pet-hospital-draper-2,,2024-05-03 18:42:45,2024-05-10 23:05:22
97,,0,MedVet Urgent Care,medvet-urgent-care-sandy,(801) 758-7633,,https://www.medvet.com,89,211,,,10291 S State St,,Sandy,UT,84070,US,40.56421730,-111.89011780,,https://www.yelp.com/biz/medvet-urgent-care-sandy-sandy,https://linkedin.com/company/medvet-medical-and-cancer-centers-for-pets,2024-05-03 18:42:45,2024-05-17 21:18:55
98,,0,Utah Pet Rehab & Acupuncture Center,utah-pet-rehab-amp-acupuncture-center,(435) 640-5451,(435) 752-6441,http://www.utahpetrehab.com,90,212,,,2896 E 3300th S,,Salt Lake City,UT,84109,US,40.69961010,-111.81015810,5 to 9,https://www.yelp.com/biz/utah-pet-rehab-and-acupuncture-center-salt-lake-city,https://linkedin.com/company/utah-pet-rehab-&-acupuncture-center,2024-05-03 18:42:45,2024-05-17 21:18:55
99,,0,Banfield Pet Hospital,banfield-pet-hospital-5,(801) 619-7904,,http://www.banfield.com,91,213,,,10329 S State St,,Sandy,UT,84070,US,40.56376580,-111.89073350,10 to 19,https://www.yelp.com/biz/banfield-pet-hospital-sandy,,2024-05-03 18:42:45,2024-05-10 23:05:39
100,,0,Fairfield Veterinary Hospital,fairfield-veterinary-hospital,(801) 544-8800,,https://fairfieldvet.com,92,214,,,230 N Fairfield Rd,,Layton,UT,84041,US,41.06312410,-111.94595410,10 to 19,https://www.yelp.com/biz/fairfield-veterinary-hospital-layton,https://linkedin.com/company/fairfield-veterinary-hospital-ct,2024-05-03 18:42:45,2024-05-17 21:18:55
101,,0,Osguthorpe Animal Hospital (Uses an Edan.io site),osguthorpe-animal-hospital,(801) 277-0771,,https://osguthorpe-hospital.edan.io,248,,,,4696 S Highland Dr,,Holladay,UT,84117,US,40.67236000,111.84003000,,https://www.yelp.com/biz/osguthorpe-jerry-dr-vet-salt-lake-city,,2024-05-03 18:42:45,2024-05-16 17:07:38
104,,0,Banfield Pet Hospital,banfield-pet-hospital-6,(801) 840-1858,,http://www.banfield.com,94,216,,,3081 S 5600th W,,West Valley City,UT,84120,US,40.70432200,-112.02264600,10 to 19,https://www.yelp.com/biz/banfield-pet-hospital-west-valley-city,,2024-05-03 18:42:45,2024-05-10 23:05:47
108,,0,VCA Oquirrh Hills Animal Hospital,vca-oquirrh-hills-animal-hospital,(801) 446-5194,,https://vcahospitals.com,95,218,,,5714 W 13400th S,,Herriman,UT,84096,US,40.50818870,-112.02719040,10 to 19,https://www.yelp.com/biz/vca-oquirrh-hills-animal-hospital-herriman,,2024-05-03 18:42:45,2024-05-10 23:05:52
110,,0,Dermatology for Animals,dermatology-for-animals-salt-lake-city,(385) 722-2750,(208) 346-2542,https://www.thrivepetcare.com,96,219,,,1021 East 3300 South,,Salt Lake City,UT,84106,US,40.70021700,-111.86204330,1 to 4,https://www.yelp.com/biz/dermatology-for-animals-salt-lake-city-salt-lake-city,https://linkedin.com/company/dermatology-for-animals,2024-05-03 18:42:45,2024-05-17 21:18:55
111,,0,VetIQ Petcare,vetiq-petcare-3,(801) 252-4291,,https://vetiqpetcare.com,97,220,,,9151 S Quarry Bend Dr,,Sandy,UT,84094,US,40.58545390,-111.85946690,,https://www.yelp.com/biz/vetiq-petcare-sandy,,2024-05-03 18:42:45,2024-05-10 23:05:56
117,,0,Brookside Animal Hospital,brookside-animal-hospital-2,(801) 399-5897,,http://www.brooksidepets.com,100,223,,,690 Wall Ave,,Ogden,UT,84404,US,41.25212900,-111.97742360,20 to 49,https://www.yelp.com/biz/brookside-animal-hospital-ogden,,2024-05-03 18:42:45,2024-05-10 23:06:12
118,,0,VCA Jordan River Animal Hospital,vca-jordan-river-animal-hospital,(801) 561-8872,,https://vcahospitals.com,101,224,,,1519 W 9000th S,,West Jordan,UT,84088,US,40.58741360,-111.93441010,10 to 19,https://www.yelp.com/biz/vca-jordan-river-animal-hospital-west-jordan,,2024-05-03 18:42:45,2024-05-10 23:06:14
121,,0,Veterinary Orthopedic Services,veterinary-orthopedic-services,(801) 277-8777,,https://orthoservices.com,249,,,,7054 South 2300 East,,Cottonwood Heights,UT,84121,US,40.62303000,-111.82526000,,https://www.yelp.com/biz/veterinary-orthopedic-services-salt-lake-city,https://linkedin.com/company/veterinary-orthopedic-&-sports-medicine-group,2024-05-03 18:42:45,2024-05-17 21:18:55
124,,1,Canyon View Cares,canyon-view-cares,(801) 547-1111,(801) 497-0977,https://canyonviewcares.com,102,225,,,1014 W Gentile St,,Layton,UT,84041,US,41.06075000,-111.98513220,,https://www.yelp.com/biz/canyon-view-cares-layton-2,https://linkedin.com/company/canyonviewcares,2024-05-03 18:42:45,2024-05-17 21:18:55
125,,0,Homeward Bound End of Life,homeward-bound-end-of-life-veterinary-care,(385) 831-1583,,https://homewardboundutahvet.com,103,226,,,,,Sandy,UT,84094,US,40.57013800,-111.89536700,,https://www.yelp.com/biz/homeward-bound-end-of-life-veterinary-care-sandy,https://linkedin.com/company/homeward-bound-of-marin,2024-05-03 18:42:45,2024-05-17 21:18:55
129,,0,White Pine Veterinary Hospital,white-pine-veterinary-hospital,(435) 649-7182,,https://whitepinevet.com,104,227,,,2100 Rasmussen Rd,,Park City,UT,84098,US,40.73471650,-111.55165110,20 to 49,https://www.yelp.com/biz/white-pine-veterinary-hospital-park-city,https://linkedin.com/company/white-pine-veterinary-clinic,2024-05-03 18:42:45,2024-05-17 21:18:55
136,,0,Banfield Pet Hospital,banfield-pet-hospital-7,(801) 547-5090,,http://www.banfield.com,108,231,,,750 N Main St,,Layton,UT,84041,US,41.07221950,-111.97656210,20 to 49,https://www.yelp.com/biz/banfield-pet-hospital-layton,,2024-05-03 18:42:45,2024-05-10 23:06:38
137,,0,PetSmart,petsmart,(801) 466-0313,(801) 463-6488,https://www.petsmart.com,109,232,,,389 W 1830 S,,Salt Lake City,UT,84115,US,40.72932270,-111.90222530,10 to 19,https://www.yelp.com/biz/petsmart-salt-lake-city,https://linkedin.com/company/petsmart,2024-05-03 18:42:45,2024-05-17 21:18:55
139,,0,Countryside Animal Clinic,countryside-animal-clinic,(435) 882-4100,(435) 830-2975,http://countrysideanimalclinictooele.com,110,233,,,254 S Main St,,Tooele,UT,84074,US,40.52555560,-112.29915280,20 to 49,https://www.yelp.com/biz/countryside-animal-clinic-tooele,https://linkedin.com/company/countryside-animal-clinic-inc,2024-05-03 18:42:45,2024-05-17 21:18:55
148,,0,PetSmart,petsmart-2,(801) 840-2236,,https://www.petsmart.com,111,234,,,5748 S Redwood Rd,,Taylorsville,UT,84123,US,40.64711880,-111.94246800,,https://www.yelp.com/biz/petsmart-taylorsville,,2024-05-03 18:42:45,2024-05-10 23:06:46
151,,0,Petco,petco,(801) 352-1510,,https://stores.petco.com,112,235,,,1090 E Fort Union Blvd,,Midvale,UT,84047,US,40.62275800,-111.86116120,,https://www.yelp.com/biz/petco-midvale,https://linkedin.com/company/petco-animal-supplies-inc-,2024-05-03 18:42:45,2024-05-17 21:18:55
153,,0,Mountain Point Equine Hospital,mountain-point-equine-hospital,(801) 446-3046,,https://www.mountainpointequine.com,250,,,,3103 W 14865th S,,Bluffdale,UT,84065,US,40.48091830,-111.96550020,,https://www.yelp.com/biz/mountain-point-equine-hospital-bluffdale,https://linkedin.com/company/mountain-point-equine-hospital,2024-05-03 18:42:45,2024-05-17 21:18:55
154,,0,Orchard Animal Clinic,orchard-animal-clinic-2,(801) 886-1770,,http://orchardanimaloutreach.org,113,236,,,1959 S 4130th W,Ste k,Salt Lake City,UT,84104,US,40.72897450,-111.98885830,,https://www.yelp.com/biz/orchard-animal-clinic-salt-lake-city,https://linkedin.com/company/orchard-animal-clinic,2024-05-03 18:42:45,2024-05-17 21:18:55
158,,0,Union Park Veterinary Hospital,union-park-veterinary-hospital,(385) 414-2188,,http://www.unionparkvethospital.com,115,238,,,6757 S 1300th E,,Cottonwood Heights,UT,84121,US,40.62850190,-111.85439210,10 to 19,https://www.yelp.com/biz/union-park-veterinary-hospital-cottonwood-heights-2,https://linkedin.com/company/union-park-veterinary-hospital,2024-05-03 18:42:45,2024-05-17 21:18:55
170,,0,VetMed Consultants,vetmed-consultants,(801) 889-0919,(801) 310-5825,https://www.vetmedutah.com,116,239,,,6221 Highland Dr,,Holladay,UT,84121,US,40.63803570,-111.83347080,5 to 9,https://www.yelp.com/biz/vetmed-consultants-holladay,https://linkedin.com/company/vetmed-consultants,2024-05-03 18:42:45,2024-05-17 21:18:55
171,,0,Paragon Equine,paragon-equine,(801) 645-0328,,http://www.paragonequine.com,251,,,,,,Riverton,UT,84065,US,40.52189300,-111.93910200,,https://www.yelp.com/biz/paragon-equine-salt-lake-city,https://linkedin.com/company/paragon-veterinary-group,2024-05-03 18:42:45,2024-05-17 21:18:55
173,,0,South Valley Equine,south-valley-equine,(801) 254-2333,,https://southvalleyequine.com/,252,,,,122 W 400 N,,Saratoga Springs,UT,84045,US,40.37013000,-111.91806000,,https://www.yelp.com/biz/south-valley-large-animal-clinic-saratoga-springs,https://linkedin.com/company/south-valley-large-animal-clnc,2024-05-03 18:42:45,2024-05-17 21:18:55
174,,0,Myrick Robert DVM,myrick-robert-dvm,(801) 446-5194,,http://www.oquirrhhillsvet.com,117,240,,,5714 W 13400th S,,Riverton,UT,84096,US,40.50818870,-112.02719040,10 to 19,https://www.yelp.com/biz/myrick-robert-dvm-riverton,,2024-05-03 18:42:45,2024-05-10 23:07:14
181,,0,Banfield Pet Hospital,banfield-pet-hospital-8,(385) 425-4794,(801) 967-5448,https://www.banfield.com,119,242,,,7654 Campus View Dr,,West Jordan,UT,84084,US,40.61228980,-111.98215130,10 to 19,https://www.yelp.com/biz/banfield-pet-hospital-west-jordan-3,,2024-05-03 18:42:45,2024-05-10 23:07:19
182,,0,Granite veterinary specialists,granite-veterinary-specialists,(435) 485-9663,,https://granitevetspecialists.com,120,243,,,7054 S 2300th E,,Cottonwood Heights,UT,84121,US,40.62302120,-111.82524350,,https://www.yelp.com/biz/granite-veterinary-specialists-cottonwood-heights,https://linkedin.com/company/hillside-veterinary-hospital-inc.,2024-05-03 18:42:45,2024-05-17 21:18:55
