id,user_id,title,slug,phone,phone_owner,website,screenshot_file_id,favicon_file_id,description,primary_image_url,address_line_1,address_line_2,city,state,postal_code,country,latitude,longitude,employees,yelp_url,created_at,updated_at
86,,Priority Pet Care Veterinary Hospital,priority-pet-care-veterinary-hospital,(801) 341-9707,,https://prioritypetcarevet.wixsite.com,80,,,,1142 W 2700th N,Ste 100,Ogden,UT,84404,US,41.30777650,-112.00865320,,https://www.yelp.com/biz/priority-pet-care-veterinary-hospital-ogden,2024-05-03 18:42:45,2024-05-03 21:41:40
87,,Banfield Pet Hospital,banfield-pet-hospital-3,(801) 967-5448,,http://www.banfield.com,81,,,,1607 W 7000th S,,West Jordan,UT,84084,US,40.62376140,-111.93645590,,https://www.yelp.com/biz/banfield-pet-hospital-west-jordan-2,2024-05-03 18:42:45,2024-05-03 21:41:42
88,,Alta Veterinary Hospital,alta-veterinary-hospital,(801) 566-1234,,http://altavet.org,82,,,,8052 S 700th E,,Sandy,UT,84070,US,40.60500340,-111.87255730,10 to 19,https://www.yelp.com/biz/alta-veterinary-hospital-sandy,2024-05-03 18:42:45,2024-05-03 21:41:45
89,,VetIQ Petcare,vetiq-petcare-2,(801) 449-8036,,https://vetiqpetcare.com,83,,,,13502 Hamilton View Rd,,Riverton,UT,84065,US,40.50509250,-111.97721420,,https://www.yelp.com/biz/vetiq-petcare-riverton,2024-05-03 18:42:45,2024-05-03 21:41:46
90,,Wasatch Exotic Pet Care,wasatch-exotic-pet-care,(801) 943-3367,,http://www.wasatchexotic.com,84,,,,1892 E Fort Union Blvd,,Cottonwood Heights,UT,84121,US,40.62417850,-111.83758110,10 to 19,https://www.yelp.com/biz/wasatch-exotic-pet-care-cottonwood-heights,2024-05-03 18:42:45,2024-05-03 21:41:48
91,,Banfield Pet Hospital,banfield-pet-hospital-4,(801) 565-1263,,http://www.banfield.com,85,,,,12720 S Pony Express Rd,,Draper,UT,84020,US,40.51961870,-111.89210900,10 to 19,https://www.yelp.com/biz/banfield-pet-hospital-draper-2,2024-05-03 18:42:45,2024-05-03 21:41:50
92,,Live Oak Dog Obedience,live-oak-dog-obedience,(801) 891-2681,,http://liveoakdogobedienceutah.com,86,,,,1830 W Rock Hollow Rd,,Bluffdale,UT,84065,US,40.47644990,-111.94195560,,https://www.yelp.com/biz/live-oak-dog-obedience-bluffdale,2024-05-03 18:42:45,2024-05-03 21:41:52
93,,Barton James B Vet,barton-james-b-vet,(801) 487-9981,,,,,,,2206 McClelland St,,Salt Lake City,UT,84106,US,40.72290810,-111.86134300,20 to 49,https://www.yelp.com/biz/barton-james-b-vet-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:47:45
94,,Desert Raw Holistic Pet,desert-raw-holistic-pet,(385) 999-1330,,http://www.desertraw.com,87,,,,3953 Wasatch Blvd,,Salt Lake City,UT,84124,US,40.68606770,-111.79449640,,https://www.yelp.com/biz/desert-raw-holistic-pet-salt-lake-city,2024-05-03 18:42:45,2024-05-03 21:41:53
95,,Colter Veterinary Hospital Colton,colter-veterinary-hospital-colton,(801) 969-3453,,,,,,,3455 S 3600th W,,Salt Lake City,UT,84119,US,40.69786720,-111.97674840,,https://www.yelp.com/biz/colter-veterinary-hospital-colton-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:45:24
96,,"Eric D. Belnap, DVM",eric-d-belnap-dvm,(801) 487-9981,,http://www.sugarhousevet.com,88,,,,2206 S McClelland St,,Salt Lake City,UT,84106,US,40.72290810,-111.86134300,20 to 49,https://www.yelp.com/biz/eric-d-belnap-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 21:41:55
97,,MedVet Urgent Care - Sandy,medvet-urgent-care-sandy,(801) 758-7633,,https://www.medvet.com,89,,,,10291 S State St,,Sandy,UT,84070,US,40.56421730,-111.89011780,,https://www.yelp.com/biz/medvet-urgent-care-sandy-sandy,2024-05-03 18:42:45,2024-05-03 21:41:56
98,,Utah Pet Rehab &amp; Acupuncture Center,utah-pet-rehab-amp-acupuncture-center,(435) 640-5451,(435) 752-6441,http://www.utahpetrehab.com,90,,,,2896 E 3300th S,,Salt Lake City,UT,84109,US,40.69961010,-111.81015810,5 to 9,https://www.yelp.com/biz/utah-pet-rehab-and-acupuncture-center-salt-lake-city,2024-05-03 18:42:45,2024-05-03 21:41:58
99,,Banfield Pet Hospital,banfield-pet-hospital-5,(801) 619-7904,,http://www.banfield.com,91,,,,10329 S State St,,Sandy,UT,84070,US,40.56376580,-111.89073350,10 to 19,https://www.yelp.com/biz/banfield-pet-hospital-sandy,2024-05-03 18:42:45,2024-05-03 21:41:59
100,,Fairfield Veterinary Hospital,fairfield-veterinary-hospital,(801) 544-8800,,https://fairfieldvet.com,92,,,,230 N Fairfield Rd,,Layton,UT,84041,US,41.06312410,-111.94595410,10 to 19,https://www.yelp.com/biz/fairfield-veterinary-hospital-layton,2024-05-03 18:42:45,2024-05-03 21:42:00
101,,Osguthorpe Jerry Dr Vet,osguthorpe-jerry-dr-vet,(801) 277-0771,,,,,,,4696 S Highland Dr,,Salt Lake City,UT,84117,US,40.66819350,-111.83966310,,https://www.yelp.com/biz/osguthorpe-jerry-dr-vet-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:45:36
102,,Tails On Trails,tails-on-trails,(385) 218-0925,,,,,,,76 Blvd Gardens,,Salt Lake City,UT,84115,US,40.73152790,-111.89355530,,https://www.yelp.com/biz/tails-on-trails-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:45:37
103,,Utah Dog Park - Woods Cross,utah-dog-park-woods-cross,(801) 683-3113,,https://www.thrivepetcare.com,93,,,,596 W 1500th S,,Woods Cross,UT,84087,US,40.87503560,-111.89556470,10 to 19,https://www.yelp.com/biz/utah-dog-park-woods-cross-woods-cross,2024-05-03 18:42:45,2024-05-03 21:42:02
104,,Banfield Pet Hospital,banfield-pet-hospital-6,(801) 840-1858,,http://www.banfield.com,94,,,,3081 S 5600th W,,West Valley City,UT,84120,US,40.70432200,-112.02264600,10 to 19,https://www.yelp.com/biz/banfield-pet-hospital-west-valley-city,2024-05-03 18:42:45,2024-05-03 21:42:03
105,,Foothill Animal Clinic,foothill-animal-clinic,(801) 485-4736,(801) 467-0661,,,,,,2675 Parleys Way,,Salt Lake City,UT,84109,US,40.71975180,-111.81516000,20 to 49,https://www.yelp.com/biz/foothill-animal-clinic-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:47:45
106,,The Dog Spot Pet Grooming,the-dog-spot-pet-grooming,(801) 540-3384,,http://www.thedogspotut.com,,,,,1501 Foxglove Rd,,Farmington,UT,84025,US,41.00499420,-111.90765150,,https://www.yelp.com/biz/the-dog-spot-pet-grooming-farmington,2024-05-03 18:42:45,2024-05-03 18:45:42
107,,Orchard Animal Clinic,orchard-animal-clinic,(801) 296-1230,,,,,,,778 N 1250th W,,Centerville,UT,84014,US,40.92572060,-111.89723250,,https://www.yelp.com/biz/orchard-animal-clinic-centerville,2024-05-03 18:42:45,2024-05-03 18:45:43
108,,VCA Oquirrh Hills Animal Hospital,vca-oquirrh-hills-animal-hospital,(801) 446-5194,,https://vcahospitals.com,95,,,,5714 W 13400th S,,Herriman,UT,84096,US,40.50818870,-112.02719040,10 to 19,https://www.yelp.com/biz/vca-oquirrh-hills-animal-hospital-herriman,2024-05-03 18:42:45,2024-05-03 21:42:05
109,,Stone Ridge Veterinarian Clinic,stone-ridge-veterinarian-clinic,(801) 254-4840,,,,,,,1381 Stone Ridge Dr,,Riverton,UT,84065,US,40.53591390,-111.93107930,20 to 49,https://www.yelp.com/biz/stone-ridge-veterinarian-clinic-riverton,2024-05-03 18:42:45,2024-05-03 18:47:45
110,,Dermatology for Animals - Salt Lake City,dermatology-for-animals-salt-lake-city,(385) 722-2750,(208) 346-2542,https://www.thrivepetcare.com,96,,,,1021 East 3300 South,,Salt Lake City,UT,84106,US,40.70021700,-111.86204330,1 to 4,https://www.yelp.com/biz/dermatology-for-animals-salt-lake-city-salt-lake-city,2024-05-03 18:42:45,2024-05-03 21:42:07
111,,VetIQ Petcare,vetiq-petcare-3,(801) 252-4291,,https://vetiqpetcare.com,97,,,,9151 S Quarry Bend Dr,,Sandy,UT,84094,US,40.58545390,-111.85946690,,https://www.yelp.com/biz/vetiq-petcare-sandy,2024-05-03 18:42:45,2024-05-03 21:42:08
112,,Doggie In The Window,doggie-in-the-window,(801) 466-4602,,https://www.doggieinthewindowslc.com,98,,,,1321 E 3300th S,Ste 1,Salt Lake City,UT,84106,US,40.70057160,-111.85323330,,https://www.yelp.com/biz/doggie-in-the-window-salt-lake-city-2,2024-05-03 18:42:45,2024-05-03 21:42:09
113,,Intermountain Veterinary Clinic,intermountain-veterinary-clinic,(801) 254-3661,,,,,,,10210 S Redwood Rd,,South Jordan,UT,84095,US,40.56573260,-111.93923090,,https://www.yelp.com/biz/intermountain-veterinary-clinic-south-jordan,2024-05-03 18:42:45,2024-05-03 18:45:52
114,,DogWatch Hidden Fence of Utah,dogwatch-hidden-fence-of-utah,(435) 657-2883,,http://www.dogwatchofutah.com,99,,,,2096 S Mill Rd,,Heber City,UT,84032,US,40.48179680,-111.39575260,,https://www.yelp.com/biz/dogwatch-hidden-fence-of-utah-heber-city,2024-05-03 18:42:45,2024-05-03 21:42:11
115,,VCA Mountain View Animal Hospital,vca-mountain-view-animal-hospital-2,(801) 363-3518,,,,,,,70 S State St,,Salt Lake City,UT,84111,US,40.76772550,-111.88892660,,https://www.yelp.com/biz/vca-mountain-view-animal-hospital-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:45:55
116,,Hosken J Britt DVM,hosken-j-britt-dvm,(801) 485-6060,,,,,,,3243 E 3300th S,,Salt Lake City,UT,84109,US,40.70060950,-111.80357310,,https://www.yelp.com/biz/hosken-j-britt-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:45:55
117,,Brookside Animal Hospital,brookside-animal-hospital-2,(801) 399-5897,,http://www.brooksidepets.com,100,,,,690 Wall Ave,,Ogden,UT,84404,US,41.25212900,-111.97742360,20 to 49,https://www.yelp.com/biz/brookside-animal-hospital-ogden,2024-05-03 18:42:45,2024-05-03 21:42:12
118,,VCA Jordan River Animal Hospital,vca-jordan-river-animal-hospital,(801) 561-8872,,https://vcahospitals.com,101,,,,1519 W 9000th S,,West Jordan,UT,84088,US,40.58741360,-111.93441010,10 to 19,https://www.yelp.com/biz/vca-jordan-river-animal-hospital-west-jordan,2024-05-03 18:42:45,2024-05-03 21:42:13
119,,Orme Gilbert E Vet,orme-gilbert-e-vet,(801) 487-9981,,,,,,,2206 McClelland St,,Salt Lake City,UT,84106,US,40.72290810,-111.86134300,20 to 49,https://www.yelp.com/biz/orme-gilbert-e-vet-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:47:45
120,,Danies Clyde DVM,danies-clyde-dvm,(801) 262-6414,(385) 400-4740,,,,,,160 E 4800th S,,Salt Lake City,UT,84107,US,40.66680560,-111.88653640,,https://www.yelp.com/biz/danies-clyde-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:47:45
121,,Veterinary Orthopedic Services,veterinary-orthopedic-services,(801) 277-8777,,,,,,,,,Salt Lake City,UT,84109,US,40.76077930,-111.89104740,,https://www.yelp.com/biz/veterinary-orthopedic-services-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:01
122,,Liljenquist Joseph C DVM,liljenquist-joseph-c-dvm,(801) 292-7219,,,,,,,215 S 500th W,,Bountiful,UT,84010,US,40.88704100,-111.89172200,20 to 49,https://www.yelp.com/biz/liljenquist-joseph-c-dvm-bountiful,2024-05-03 18:42:45,2024-05-03 18:47:45
123,,Affordable Pet Care,affordable-pet-care,(801) 269-1213,,,,,,,5608 S Redwood Rd,,Salt Lake City,UT,84123,US,40.64897880,-111.94268560,,https://www.yelp.com/biz/affordable-pet-care-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:02
124,,Canyon View Cares,canyon-view-cares,(801) 547-1111,,https://canyonviewcares.com,102,,,,1014 W Gentile St,,Layton,UT,84041,US,41.06075000,-111.98513220,,https://www.yelp.com/biz/canyon-view-cares-layton-2,2024-05-03 18:42:45,2024-05-03 21:42:15
125,,Homeward Bound End of Life Veterinary Care,homeward-bound-end-of-life-veterinary-care,(385) 831-1583,,https://homewardboundutahvet.square.site,103,,,,,,Sandy,UT,84094,US,,,,https://www.yelp.com/biz/homeward-bound-end-of-life-veterinary-care-sandy,2024-05-03 18:42:45,2024-05-03 21:42:17
126,,Lott Marion K DVM,lott-marion-k-dvm,(801) 829-3632,,,,,,,395 N 400th E,,Morgan,UT,84050,US,41.04714700,-111.67918360,5 to 9,https://www.yelp.com/biz/lott-marion-k-dvm-morgan,2024-05-03 18:42:45,2024-05-03 18:47:45
127,,Brown Katherine R DVM,brown-katherine-r-dvm,(801) 943-2154,,,,,,,2364 Fort Union Blvd,,Salt Lake City,UT,84121,US,40.62245790,-111.82311270,,https://www.yelp.com/biz/brown-katherine-r-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:06
128,,Kayscreek Veterinary Clinic,kayscreek-veterinary-clinic,(801) 544-3552,(801) 497-0977,,,,,,1010 S Angel St,,Layton,UT,84041,US,41.04575850,-111.98826450,,https://www.yelp.com/biz/kayscreek-veterinary-clinic-layton,2024-05-03 18:42:45,2024-05-03 18:47:45
129,,White Pine Veterinary Hospital,white-pine-veterinary-hospital,(435) 649-7182,,https://whitepinevet.com,104,,,,2100 Rasmussen Rd,,Park City,UT,84098,US,40.73471650,-111.55165110,20 to 49,https://www.yelp.com/biz/white-pine-veterinary-hospital-park-city,2024-05-03 18:42:45,2024-05-03 21:42:19
130,,Veterinary Surgical Specialists,veterinary-surgical-specialists,(801) 942-9526,,,,,,,1892 Fort Union Blvd,,Salt Lake City,UT,84121,US,40.62417870,-111.83761380,,https://www.yelp.com/biz/veterinary-surgical-specialists-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:09
131,,Gowans Gary R DVM,gowans-gary-r-dvm,(435) 882-4100,(435) 830-2975,,,,,,254 S Main St,,Tooele,UT,84074,US,40.52555560,-112.29915280,20 to 49,https://www.yelp.com/biz/gowans-gary-r-dvm-tooele,2024-05-03 18:42:45,2024-05-03 18:47:45
132,,Utah Veterinary Specialists,utah-veterinary-specialists,(801) 942-3937,(208) 346-2542,http://www.vetspecialtycenter.net,105,,,,1021 E 3300th S,,Salt Lake City,UT,84106,US,40.70021700,-111.86204330,1 to 4,https://www.yelp.com/biz/utah-veterinary-specialists-salt-lake-city,2024-05-03 18:42:45,2024-05-03 21:42:20
133,,Domann Katherine DVM,domann-katherine-dvm,(801) 943-2154,,,,,,,2364 Fort Union Blvd,,Salt Lake City,UT,84121,US,40.62245790,-111.82311270,,https://www.yelp.com/biz/domann-katherine-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:11
134,,R Sharp Acres Horse Boarding and Riding Equestrian Heaven,r-sharp-acres-horse-boarding-and-riding-equestrian-heaven,(801) 250-4661,,http://rsharpacres.business.site,106,,,,1502 Canyon Rd,,Lake Point,UT,84074,US,40.66692490,-112.26869600,,https://www.yelp.com/biz/r-sharp-acres-horse-boarding-and-riding-equestrian-heaven-lake-point,2024-05-03 18:42:45,2024-05-03 21:42:21
135,,My Doodle Crush,my-doodle-crush,(949) 310-5270,,http://www.mydoodlecrush.com,107,,,,,,West Valley City,UT,84081,US,,,,https://www.yelp.com/biz/my-doodle-crush-west-valley-city,2024-05-03 18:42:45,2024-05-03 21:42:23
136,,Banfield Pet Hospital,banfield-pet-hospital-7,(801) 547-5090,,http://www.banfield.com,108,,,,750 N Main St,,Layton,UT,84041,US,41.07221950,-111.97656210,20 to 49,https://www.yelp.com/biz/banfield-pet-hospital-layton,2024-05-03 18:42:45,2024-05-03 21:42:24
137,,PetSmart,petsmart,(801) 466-0313,(801) 463-6488,https://www.petsmart.com,109,,,,389 W 1830 S,,Salt Lake City,UT,84115,US,40.72932270,-111.90222530,10 to 19,https://www.yelp.com/biz/petsmart-salt-lake-city,2024-05-03 18:42:45,2024-05-03 21:42:25
138,,Jeff Monroe Veterinary Options,jeff-monroe-veterinary-options,(801) 424-0748,,,,,,,,,Salt Lake City,UT,84117,US,,,,https://www.yelp.com/biz/jeff-monroe-veterinary-options-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:47:45
139,,Countryside Animal Clinic,countryside-animal-clinic,(435) 882-4100,(435) 830-2975,http://countrysideanimalclinictooele.com,110,,,,254 S Main St,,Tooele,UT,84074,US,40.52555560,-112.29915280,20 to 49,https://www.yelp.com/biz/countryside-animal-clinic-tooele,2024-05-03 18:42:45,2024-05-03 21:42:27
140,,Roberts Brent W DVM,roberts-brent-w-dvm,(801) 966-5356,,,,,,,3800 W 5400th S,,Salt Lake City,UT,84118,US,40.65389170,-111.98235310,10 to 19,https://www.yelp.com/biz/roberts-brent-w-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:47:45
141,,Cannon R Clay Veterinarian,cannon-r-clay-veterinarian,(801) 254-4840,,,,,,,1381 Stone Ridge Dr,,Riverton,UT,84065,US,40.53591390,-111.93107930,20 to 49,https://www.yelp.com/biz/cannon-r-clay-veterinarian-riverton,2024-05-03 18:42:45,2024-05-03 18:47:45
142,,Sharp Roddy C Vet,sharp-roddy-c-vet,(801) 486-0123,,,,,,,1221 E 3300th S,,Salt Lake City,UT,84106,US,40.70028950,-111.85676900,,https://www.yelp.com/biz/sharp-roddy-c-vet-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:23
143,,Barrett Paul M DVM,barrett-paul-m-dvm,(801) 942-3937,(208) 346-2542,,,,,,1021 E 3300th S,,Salt Lake City,UT,84106,US,40.70021700,-111.86204330,1 to 4,https://www.yelp.com/biz/barrett-paul-m-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:47:45
144,,Wilde Scott C,wilde-scott-c,(801) 266-1701,,,,,,,1114 W 4800th S,,Salt Lake City,UT,84123,US,40.66493760,-111.92354070,,https://www.yelp.com/biz/wilde-scott-c-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:24
145,,Lewis Thomas P DVM,lewis-thomas-p-dvm,(801) 942-3937,(208) 346-2542,,,,,,1021 E 3300th S,,Salt Lake City,UT,84106,US,40.70021700,-111.86204330,1 to 4,https://www.yelp.com/biz/lewis-thomas-p-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:47:45
146,,Whitby J Allan Veterinarian,whitby-j-allan-veterinarian,(801) 544-8800,,,,,,,230 N Fairfield Rd,,Layton,UT,84041,US,41.06312410,-111.94595410,10 to 19,https://www.yelp.com/biz/whitby-j-allan-veterinarian-layton,2024-05-03 18:42:45,2024-05-03 18:47:45
147,,Whiteley John W Vet,whiteley-john-w-vet,(801) 566-1234,,,,,,,8052 S 700th E,,Sandy,UT,84070,US,40.60500340,-111.87255730,10 to 19,https://www.yelp.com/biz/whiteley-john-w-vet-sandy,2024-05-03 18:42:45,2024-05-03 18:47:45
148,,PetSmart,petsmart-2,(801) 840-2236,,https://www.petsmart.com,111,,,,5748 S Redwood Rd,,Taylorsville,UT,84123,US,40.64711880,-111.94246800,,https://www.yelp.com/biz/petsmart-taylorsville,2024-05-03 18:42:45,2024-05-03 21:42:29
149,,Barton Clayton DVM,barton-clayton-dvm,(801) 254-2333,,,,,,,1791 W 11400th S,,South Jordan,UT,84095,US,40.54303700,-111.94093090,50 to 99,https://www.yelp.com/biz/barton-clayton-dvm-south-jordan,2024-05-03 18:42:45,2024-05-03 18:47:45
150,,Robinson Michelle DVM,robinson-michelle-dvm,(801) 943-2154,,,,,,,2364 Fort Union Blvd,,Salt Lake City,UT,84121,US,40.62245790,-111.82311270,,https://www.yelp.com/biz/robinson-michelle-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:27
151,,Petco,petco,(801) 352-1510,,https://stores.petco.com,112,,,,1090 E Fort Union Blvd,,Midvale,UT,84047,US,40.62275800,-111.86116120,,https://www.yelp.com/biz/petco-midvale,2024-05-03 18:42:45,2024-05-03 21:42:30
152,,MacLaren Nicole E DVM,maclaren-nicole-e-dvm,(801) 942-3937,(208) 346-2542,,,,,,1021 E 3300th S,,Salt Lake City,UT,84106,US,40.70021700,-111.86204330,1 to 4,https://www.yelp.com/biz/maclaren-nicole-e-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:47:45
153,,Mountain Point Equine Hospital,mountain-point-equine-hospital,(801) 446-3046,,,,,,,3103 W 14865th S,,Bluffdale,UT,84065,US,40.48091830,-111.96550020,,https://www.yelp.com/biz/mountain-point-equine-hospital-bluffdale,2024-05-03 18:42:45,2024-05-03 18:46:29
154,,Orchard Animal Clinic,orchard-animal-clinic-2,(801) 886-1770,,http://orchardanimaloutreach.org,113,,,,1959 S 4130th W,Ste k,Salt Lake City,UT,84104,US,40.72897450,-111.98885830,,https://www.yelp.com/biz/orchard-animal-clinic-salt-lake-city,2024-05-03 18:42:45,2024-05-03 21:42:32
155,,A Visiting Veterinarian,a-visiting-veterinarian,(801) 942-0868,,,,,,,8501 Top Of The World Dr,,Salt Lake City,UT,84121,US,40.59683440,-111.79171890,,https://www.yelp.com/biz/a-visiting-veterinarian-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:31
156,,Layton Vet Clinic,layton-vet-clinic,(801) 896-8381,,,,,,,733 King St,,Layton,UT,84041,US,41.07068520,-111.97863160,,https://www.yelp.com/biz/layton-vet-clinic-layton,2024-05-03 18:42:45,2024-05-03 18:46:31
157,,Ma &amp; Paws Bakery - Millcreek,ma-amp-paws-bakery-millcreek,(801) 487-3838,,http://www.maandpawsbakeryinc.com,114,,,,1227 E 3300th S,,Salt Lake City,UT,84106,US,40.70040780,-111.85652960,,https://www.yelp.com/biz/ma-and-paws-bakery-millcreek-salt-lake-city,2024-05-03 18:42:45,2024-05-03 21:42:33
158,,Union Park Veterinary Hospital,union-park-veterinary-hospital,(385) 414-2188,,http://www.unionparkvethospital.com,115,,,,6757 S 1300th E,,Cottonwood Heights,UT,84121,US,40.62850190,-111.85439210,10 to 19,https://www.yelp.com/biz/union-park-veterinary-hospital-cottonwood-heights-2,2024-05-03 18:42:45,2024-05-03 21:42:35
159,,Renda Donald V DVM,renda-donald-v-dvm,(801) 566-2410,,,,,,,9347 S 700th E,,Sandy,UT,84070,US,40.58162530,-111.87181190,,https://www.yelp.com/biz/renda-donald-v-dvm-sandy,2024-05-03 18:42:45,2024-05-03 18:46:36
160,,South East Valley Vet,south-east-valley-vet,(801) 571-8050,,,,,,,10572 S 700th E,,Sandy,UT,84070,US,40.55947930,-111.87264850,,https://www.yelp.com/biz/south-east-valley-vet-sandy,2024-05-03 18:42:45,2024-05-03 18:46:36
161,,Kodel Roger A Vet,kodel-roger-a-vet,(801) 486-0123,,,,,,,1221 E 3300th S,,Salt Lake City,UT,84106,US,40.70028950,-111.85676900,,https://www.yelp.com/biz/kodel-roger-a-vet-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:37
162,,Bountiful Groom Room,bountiful-groom-room,(801) 295-9841,(801) 295-0733,,,,,,880 S 500th W,,Woods Cross,UT,84010,US,40.88079840,-111.89290970,10 to 19,https://www.yelp.com/biz/bountiful-groom-room-woods-cross,2024-05-03 18:42:45,2024-05-03 18:47:45
163,,Morgan Paul W DVM,morgan-paul-w-dvm,(801) 942-9526,,,,,,,1892 Fort Union Blvd,,Salt Lake City,UT,84121,US,40.62417870,-111.83761380,,https://www.yelp.com/biz/morgan-paul-w-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:37
164,,Vaas David DVM,vaas-david-dvm,(801) 446-5194,,,,,,,5714 W 13400th S,,Riverton,UT,84096,US,40.50818870,-112.02719040,10 to 19,https://www.yelp.com/biz/vaas-david-dvm-riverton,2024-05-03 18:42:45,2024-05-03 18:47:45
165,,Campbell G Richard DVM,campbell-g-richard-dvm,(801) 453-6680,,,,,,,2055 Creek Rd,,Sandy,UT,84093,US,40.60324690,-111.83214260,50 to 99,https://www.yelp.com/biz/campbell-g-richard-dvm-sandy,2024-05-03 18:42:45,2024-05-03 18:47:45
166,,Bird &amp; Exotic Pet Hospital,bird-amp-exotic-pet-hospital,(801) 565-1263,,,,,,,1050 Fort Union Blvd,,Midvale,UT,84047,US,40.62163230,-111.86189100,,https://www.yelp.com/biz/bird-and-exotic-pet-hospital-midvale,2024-05-03 18:42:45,2024-05-03 18:46:39
167,,Heaton Charlie DVM,heaton-charlie-dvm,(801) 254-2333,,,,,,,1791 W 11400th S,,South Jordan,UT,84095,US,40.54303700,-111.94093090,50 to 99,https://www.yelp.com/biz/heaton-charlie-dvm-south-jordan,2024-05-03 18:42:45,2024-05-03 18:47:45
168,,Simper Wade DVM,simper-wade-dvm,(801) 254-2333,,,,,,,1791 W 11400th S,,South Jordan,UT,84095,US,40.54303700,-111.94093090,50 to 99,https://www.yelp.com/biz/simper-wade-dvm-south-jordan,2024-05-03 18:42:45,2024-05-03 18:47:45
169,,"Chris Moore, DVM",chris-moore-dvm,(801) 553-2104,,,,,,,783 E 12300th S,,Draper,UT,84020,US,40.52722520,-111.86910850,5 to 9,https://www.yelp.com/biz/chris-moore-dvm-draper,2024-05-03 18:42:45,2024-05-03 18:47:45
170,,VetMed Consultants,vetmed-consultants,(801) 889-0919,(801) 310-5825,https://www.vetmedutah.com,116,,,,6221 Highland Dr,,Holladay,UT,84121,US,40.63803570,-111.83347080,5 to 9,https://www.yelp.com/biz/vetmed-consultants-holladay,2024-05-03 18:42:45,2024-05-03 21:42:37
171,,Paragon Equine,paragon-equine,(801) 645-0328,,,,,,,,,Salt Lake City,UT,84065,US,40.76077930,-111.89104740,,https://www.yelp.com/biz/paragon-equine-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:42
172,,Blotter Michael S DVM,blotter-michael-s-dvm,(801) 532-1100,,,,,,,855 Beck St,,Salt Lake City,UT,84103,US,40.78798790,-111.90042690,5 to 9,https://www.yelp.com/biz/blotter-michael-s-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:47:45
173,,Southhills Equine Veterinary Services,southhills-equine-veterinary-services,(801) 446-4251,,,,,,,3103 W 14865th S,,Bluffdale,UT,84065,US,40.48091830,-111.96550020,,https://www.yelp.com/biz/southhills-equine-veterinary-services-bluffdale,2024-05-03 18:42:45,2024-05-03 18:46:42
174,,Myrick Robert DVM,myrick-robert-dvm,(801) 446-5194,,http://www.oquirrhhillsvet.com,117,,,,5714 W 13400th S,,Riverton,UT,84096,US,40.50818870,-112.02719040,10 to 19,https://www.yelp.com/biz/myrick-robert-dvm-riverton,2024-05-03 18:42:45,2024-05-03 21:42:39
175,,Moore Christopher DVM,moore-christopher-dvm,(801) 553-2104,,,,,,,783 E 12300th S,Ste A,Draper,UT,84020,US,40.52722520,-111.86910850,5 to 9,https://www.yelp.com/biz/moore-christopher-dvm-draper,2024-05-03 18:42:45,2024-05-03 18:47:45
176,,Smith Dale DVM,smith-dale-dvm,(801) 277-8777,,,,,,,PO Box 9697,,Salt Lake City,UT,84109,US,40.76077930,-111.89104740,,https://www.yelp.com/biz/smith-dale-dvm-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:46:44
177,,Boam Wayne Vet,boam-wayne-vet,(801) 487-9981,,,,,,,2206 McClelland St,,Salt Lake City,UT,84106,US,40.72290810,-111.86134300,20 to 49,https://www.yelp.com/biz/boam-wayne-vet-salt-lake-city,2024-05-03 18:42:45,2024-05-03 18:47:45
